user,failed_logins,docs_accessed,session_duration_min,day_of_week,download_mb,own_section,role,entity_type,is_anomaly
user_24@scp.local,0,4,17.5,4,29.17,0.87,1,1,0
user_47@scp.local,0,2,60.8,3,11.22,0.81,3,1,0
user_34@scp.local,0,3,59.9,1,17.22,0.84,2,2,0
user_16@scp.local,0,2,91.8,2,3.04,0.92,3,1,0
user_11@scp.local,0,2,43.4,1,1.94,0.87,2,1,0
user_30@scp.local,0,5,265.2,5,40.16,0.82,1,2,1
user_8@scp.local,0,7,44.0,0,48.33,0.95,5,1,0
user_17@scp.local,0,8,103.8,2,44.5,0.97,2,1,0
user_6@scp.local,0,7,52.7,4,11.23,0.88,3,2,0
user_25@scp.local,0,8,108.1,0,20.8,0.81,2,1,0
user_26@scp.local,0,7,75.2,2,39.74,0.87,4,1,0
user_41@scp.local,0,1,46.3,1,20.76,0.95,5,1,0
user_6@scp.local,0,3,92.7,1,26.73,0.98,3,2,0
user_25@scp.local,0,1,101.7,4,34.58,0.98,2,2,0
user_20@scp.local,0,116,18.7,0,14.02,0.91,5,2,1
user_18@scp.local,0,1,24.5,1,46.79,0.95,1,1,0
user_6@scp.local,0,4,25.7,3,29.89,0.9,3,1,0
user_14@scp.local,0,8,54.4,1,49.46,0.83,2,2,0
user_18@scp.local,0,6,75.1,3,15.83,0.9,3,1,0
user_45@scp.local,0,5,28.6,4,13.25,0.83,5,1,0
user_42@scp.local,0,6,86.6,1,42.08,0.96,4,1,0
user_44@scp.local,0,4,76.0,3,8.52,0.93,5,2,0
user_6@scp.local,0,4,9.2,1,37.57,0.88,5,1,0
user_28@scp.local,0,8,61.0,2,16.44,0.96,1,2,0
user_6@scp.local,0,9,27.5,1,43.12,0.86,1,1,0
user_29@scp.local,0,1,35.6,0,48.56,0.94,2,1,0
user_3@scp.local,0,8,20.2,1,4.5,0.92,2,1,0
user_45@scp.local,0,9,17.9,1,33.35,0.85,3,1,0
user_35@scp.local,0,3,54.3,1,2.89,0.94,2,1,0
user_8@scp.local,0,9,42.5,0,10.76,0.92,5,1,0
user_5@scp.local,0,7,92.0,2,11.17,0.84,1,2,0
user_13@scp.local,0,1,95.8,0,14.82,1.0,5,1,0
user_9@scp.local,0,4,114.3,3,42.18,0.91,2,1,0
user_38@scp.local,0,3,44.6,4,2.36,0.8,5,2,0
user_23@scp.local,0,1,49.3,0,44.45,0.94,5,1,0
user_16@scp.local,0,5,100.9,0,17.4,0.81,5,2,0
user_49@scp.local,0,7,88.2,1,27.97,0.86,4,2,0
user_37@scp.local,0,8,53.1,1,8.47,0.82,1,2,0
user_22@scp.local,0,2,27.1,1,2.34,0.87,2,1,0
user_39@scp.local,0,5,71.1,1,8.31,0.86,1,1,0
user_11@scp.local,0,1,119.3,2,27.87,0.85,1,2,0
user_24@scp.local,0,9,101.6,4,34.23,0.88,5,1,0
user_7@scp.local,0,6,104.7,3,27.01,0.96,3,2,0
user_27@scp.local,0,9,52.0,4,2.17,0.91,2,2,0
user_5@scp.local,0,9,104.1,4,46.68,0.97,1,1,0
user_23@scp.local,0,3,40.2,2,19.2,0.99,4,2,0
user_31@scp.local,0,2,120.0,3,23.89,0.93,3,2,0
user_13@scp.local,0,8,18.1,4,23.71,0.82,2,1,0
user_14@scp.local,0,8,104.7,2,37.79,0.82,2,1,0
user_27@scp.local,0,3,61.2,0,42.91,0.92,4,1,0
user_48@scp.local,0,1,5.7,4,20.57,0.91,3,1,0
user_47@scp.local,0,8,25.8,4,27.71,0.91,3,2,0
user_30@scp.local,0,2,98.9,1,25.61,0.81,4,1,0
user_23@scp.local,0,0,34.7,4,23.25,0.96,2,1,0
user_39@scp.local,0,1,37.3,4,1.55,0.96,4,1,0
user_33@scp.local,0,18,43.1,2,34.65,0.18,5,1,1
user_2@scp.local,0,2,111.2,4,46.75,0.92,4,1,0
user_34@scp.local,0,5,11.5,1,26.89,0.89,1,1,0
user_37@scp.local,0,6,75.0,4,9.43,0.94,1,1,0
user_32@scp.local,0,0,33.4,0,48.02,0.92,2,1,0
user_28@scp.local,0,10,40.1,1,26.61,0.94,2,2,0
user_21@scp.local,0,6,74.1,0,26.33,0.91,1,2,0
user_20@scp.local,0,0,89.6,0,45.19,0.83,3,2,0
user_18@scp.local,0,10,63.0,0,21.42,0.84,3,1,0
user_8@scp.local,0,16,116.9,0,39.7,0.06,3,1,1
user_45@scp.local,0,5,47.4,2,43.92,0.92,4,2,0
user_21@scp.local,0,9,97.7,4,20.2,0.83,3,2,0
user_43@scp.local,0,2,9.1,0,47.73,0.99,4,1,0
user_10@scp.local,0,0,97.3,3,46.86,0.91,5,2,0
user_29@scp.local,0,6,76.2,1,7.88,0.96,5,1,0
user_42@scp.local,0,5,60.3,4,39.4,0.99,4,1,0
user_46@scp.local,0,5,82.3,3,32.91,0.89,5,2,0
user_14@scp.local,0,2,6.2,4,33.04,0.93,5,1,0
user_29@scp.local,0,5,112.8,1,11.59,0.94,2,1,0
user_13@scp.local,0,0,64.9,1,27.87,0.96,4,1,0
user_21@scp.local,0,6,88.1,4,15.58,0.91,4,1,0
user_11@scp.local,0,4,102.7,0,46.26,0.85,1,2,0
user_26@scp.local,0,6,14.2,1,14.61,0.81,4,2,0
user_3@scp.local,0,9,41.0,3,2.37,0.86,4,1,0
user_25@scp.local,0,1,103.5,2,40.93,0.8,5,2,0
user_26@scp.local,0,3,31.0,3,47.45,0.83,1,1,0
user_47@scp.local,0,10,7.6,4,16.21,0.81,5,2,0
user_7@scp.local,0,3,95.7,0,17.69,0.97,1,2,0
user_23@scp.local,0,10,43.9,3,21.61,0.83,4,1,0
user_29@scp.local,0,3,86.7,3,29.72,0.96,1,1,0
user_13@scp.local,0,8,28.9,0,22.4,1.0,1,2,0
user_36@scp.local,0,4,44.5,1,22.56,0.87,1,2,0
user_14@scp.local,0,10,90.4,1,25.82,0.87,2,1,0
user_8@scp.local,0,7,42.9,1,46.37,0.86,4,2,0
user_29@scp.local,0,4,117.7,4,45.31,0.86,1,1,0
user_5@scp.local,0,6,12.4,2,11.6,0.89,5,2,0
user_30@scp.local,0,3,81.7,2,35.82,0.98,5,2,0
user_39@scp.local,0,10,101.8,1,29.05,0.94,5,2,0
user_46@scp.local,0,1,94.5,3,13.59,0.91,4,2,0
user_25@scp.local,0,7,41.7,4,9.49,0.91,5,1,0
user_30@scp.local,0,6,43.2,2,11.49,0.98,5,2,0
user_34@scp.local,0,1,81.0,1,48.1,0.88,3,2,0
user_1@scp.local,0,2,48.8,4,16.66,0.91,5,1,0
user_32@scp.local,0,5,77.4,3,42.56,0.84,5,2,0
user_16@scp.local,0,2,103.0,2,15.7,0.88,5,1,0
user_48@scp.local,0,3,62.8,3,31.32,0.84,3,2,0
user_42@scp.local,0,6,80.2,0,6.12,0.85,4,1,0
user_14@scp.local,0,3,86.4,2,26.48,0.98,4,1,0
user_46@scp.local,0,46,100.5,2,2.39,0.27,5,1,1
user_12@scp.local,0,27,82.7,3,11.93,0.02,5,1,1
user_29@scp.local,0,0,29.5,1,40.21,0.87,2,1,0
user_19@scp.local,0,1,79.8,2,0.97,0.8,5,1,0
user_33@scp.local,0,8,17.7,3,23.79,0.99,1,1,0
user_1@scp.local,0,9,19.1,0,49.01,0.92,3,2,0
user_29@scp.local,0,4,72.8,2,19.74,0.81,5,1,0
user_44@scp.local,0,2,12.5,0,28.25,0.96,4,1,0
user_44@scp.local,0,60,18.9,2,595.7,0.81,4,2,1
user_40@scp.local,0,2,117.4,3,45.91,0.89,2,1,0
user_44@scp.local,0,78,15.8,0,27.32,0.9,5,1,1
user_8@scp.local,0,2,11.8,4,36.83,0.87,5,1,0
user_25@scp.local,0,9,114.7,3,5.84,0.99,3,2,0
user_34@scp.local,0,1,42.6,3,38.14,0.96,1,2,0
user_20@scp.local,0,5,58.6,2,44.22,0.94,1,1,0
user_17@scp.local,0,1,83.5,0,14.86,0.97,1,2,0
user_38@scp.local,0,5,90.3,3,2.16,0.97,2,1,0
user_1@scp.local,0,0,45.5,1,49.06,0.84,4,2,0
user_24@scp.local,0,6,89.7,2,37.97,0.95,1,1,0
user_50@scp.local,0,2,42.3,1,13.66,0.97,1,1,0
user_49@scp.local,0,2,69.6,2,30.04,0.97,3,1,0
user_46@scp.local,0,0,52.1,0,42.1,0.8,5,1,0
user_16@scp.local,0,8,114.1,1,9.83,0.8,1,1,0
user_45@scp.local,0,5,102.5,1,12.18,0.95,5,1,0
user_9@scp.local,0,1,83.9,1,12.54,0.92,1,1,0
user_40@scp.local,0,35,93.4,2,679.94,0.88,5,1,1
user_28@scp.local,0,3,89.2,2,31.92,0.88,4,2,0
user_16@scp.local,0,7,69.8,0,31.23,0.91,1,1,0
user_34@scp.local,0,3,20.9,1,28.54,0.87,1,2,0
user_2@scp.local,0,1,10.5,0,17.0,0.89,4,1,0
user_1@scp.local,0,8,65.7,2,44.03,0.91,5,1,0
user_10@scp.local,0,4,117.3,4,2.24,0.83,3,1,0
user_17@scp.local,0,0,6.3,0,42.54,0.93,4,1,0
user_36@scp.local,23,10,102.0,3,44.39,0.81,1,2,1
user_37@scp.local,0,5,93.1,3,40.01,0.91,4,1,0
user_10@scp.local,0,3,38.7,2,5.19,1.0,3,2,0
user_26@scp.local,0,5,68.1,4,47.28,1.0,1,1,0
user_43@scp.local,0,8,20.9,3,45.34,0.94,1,1,0
user_13@scp.local,0,9,62.6,1,49.42,0.89,2,2,0
user_29@scp.local,0,10,81.0,4,4.88,0.94,4,2,0
user_47@scp.local,0,0,50.3,0,29.54,0.98,3,2,0
user_42@scp.local,0,0,18.3,3,34.34,0.91,2,1,0
user_38@scp.local,0,9,5.8,1,24.64,0.85,5,1,0
user_28@scp.local,0,49,19.4,0,32.39,0.08,5,1,1
user_16@scp.local,0,10,26.3,2,3.49,0.91,1,2,0
user_27@scp.local,0,1,110.2,2,31.09,0.82,5,2,0
user_20@scp.local,0,10,18.4,0,0.42,1.0,1,1,0
user_12@scp.local,0,7,78.8,1,45.67,0.82,4,1,0
user_1@scp.local,0,3,38.7,2,26.65,0.88,5,2,0
user_13@scp.local,0,7,68.1,3,21.9,0.83,3,2,0
user_39@scp.local,0,8,79.0,4,21.35,0.87,2,1,0
user_45@scp.local,0,8,77.5,1,31.55,0.84,2,1,0
user_5@scp.local,0,3,35.0,3,22.57,0.91,2,1,0
user_4@scp.local,0,2,62.4,4,25.44,0.95,2,1,0
user_43@scp.local,0,8,28.9,2,29.71,0.93,2,2,0
user_44@scp.local,0,5,83.3,4,12.22,0.88,2,2,0
user_32@scp.local,0,9,19.6,4,40.49,0.93,4,2,0
user_50@scp.local,0,3,10.9,0,18.91,0.91,2,1,0
user_49@scp.local,0,6,115.8,0,15.18,0.88,4,1,0
user_40@scp.local,0,5,36.1,3,25.86,0.95,4,2,0
user_31@scp.local,0,4,37.4,4,0.95,0.84,3,2,0
user_20@scp.local,0,7,117.9,3,34.54,0.84,1,2,0
user_9@scp.local,0,0,95.5,3,34.49,0.88,3,2,0
user_44@scp.local,0,5,101.1,0,28.84,0.94,2,2,0
user_16@scp.local,0,1,87.6,4,12.28,0.84,2,2,0
user_45@scp.local,0,9,52.1,3,16.06,0.99,3,2,0
user_19@scp.local,0,1,32.0,1,8.54,0.81,2,2,0
user_18@scp.local,0,1,65.7,0,15.18,0.88,2,2,0
user_10@scp.local,0,7,110.7,1,31.32,0.88,4,2,0
user_42@scp.local,0,6,24.2,0,30.48,0.84,1,2,0
user_19@scp.local,0,10,54.7,2,34.27,0.8,2,1,0
user_41@scp.local,0,2,42.3,3,20.41,0.91,4,2,0
user_30@scp.local,0,1,94.2,4,17.57,0.8,1,1,0
user_21@scp.local,0,1,117.7,3,1.21,0.86,5,1,0
user_5@scp.local,0,5,59.7,3,22.09,0.84,2,1,0
user_50@scp.local,0,2,81.7,1,16.5,0.91,1,2,0
user_7@scp.local,0,8,92.1,2,8.82,0.87,5,1,0
user_4@scp.local,0,4,43.8,2,31.74,0.93,3,2,0
user_23@scp.local,0,9,9.3,3,19.3,0.83,2,2,0
user_49@scp.local,0,7,73.1,2,37.43,0.95,4,2,0
user_30@scp.local,0,2,84.5,0,9.39,0.94,5,2,0
user_29@scp.local,0,9,84.4,1,23.59,0.92,1,2,0
user_27@scp.local,0,1,28.5,1,13.29,0.93,4,1,0
user_44@scp.local,0,8,77.3,1,4.19,0.95,5,1,0
user_49@scp.local,0,8,100.9,4,26.41,0.81,3,1,0
user_11@scp.local,0,5,112.3,1,45.2,0.9,5,1,0
user_45@scp.local,0,5,111.3,2,26.38,0.93,4,1,0
user_6@scp.local,28,2,75.2,4,42.01,1.0,3,2,1
user_50@scp.local,0,9,93.9,2,25.83,0.99,4,1,0
user_16@scp.local,0,6,5.3,0,1.65,0.82,3,1,0
user_30@scp.local,0,1,29.7,3,29.55,0.86,1,1,0
user_10@scp.local,0,2,25.5,4,43.88,0.84,1,2,0
user_2@scp.local,0,7,99.2,4,9.34,0.87,2,2,0
user_44@scp.local,0,10,41.6,1,10.85,0.86,1,1,0
user_2@scp.local,0,10,49.3,0,26.9,0.97,2,2,0
user_47@scp.local,0,8,45.3,2,42.11,0.94,1,2,0
user_39@scp.local,0,6,78.8,1,30.6,0.84,2,1,0
user_33@scp.local,0,4,108.0,3,23.34,0.97,2,1,0
user_48@scp.local,0,10,116.9,2,27.59,0.97,3,1,0
user_46@scp.local,0,0,20.9,1,32.41,0.85,3,2,0
user_41@scp.local,0,9,24.3,1,18.78,0.8,3,2,0
user_24@scp.local,0,8,98.7,1,11.85,0.81,2,2,0
user_50@scp.local,0,3,114.3,0,32.96,0.94,3,2,0
user_33@scp.local,0,3,36.7,2,38.89,0.96,1,1,0
user_20@scp.local,0,0,50.9,2,44.64,0.84,2,1,0
user_4@scp.local,0,7,10.4,4,47.06,0.99,2,2,0
user_17@scp.local,0,3,58.2,3,27.41,0.89,3,2,0
user_8@scp.local,0,3,16.3,4,23.12,0.81,3,2,0
user_15@scp.local,0,8,51.0,2,23.68,0.85,3,1,0
user_34@scp.local,0,6,36.9,2,20.19,0.84,5,1,0
user_31@scp.local,0,90,50.3,3,1654.84,0.96,1,1,1
user_33@scp.local,0,5,80.7,1,42.91,0.9,2,1,0
user_7@scp.local,0,2,28.6,0,0.32,0.93,3,1,0
user_13@scp.local,0,8,51.2,1,12.43,0.94,2,2,0
user_30@scp.local,0,10,118.3,4,46.79,0.96,1,1,0
user_38@scp.local,0,9,27.1,2,27.96,0.98,5,2,0
user_13@scp.local,0,9,20.0,3,31.17,0.93,1,2,0
user_30@scp.local,0,4,40.5,2,29.38,0.82,2,2,0
user_28@scp.local,0,20,104.4,0,20.39,0.1,4,1,1
user_40@scp.local,0,1,82.9,4,4.68,0.81,5,2,0
user_42@scp.local,0,9,63.5,3,8.36,0.81,1,2,0
user_19@scp.local,0,5,53.0,2,11.27,0.95,1,1,0
user_32@scp.local,0,7,14.3,1,30.84,0.9,4,2,0
user_17@scp.local,0,5,25.1,0,5.55,0.9,1,2,0
user_45@scp.local,0,9,96.1,0,49.67,0.8,4,2,0
user_49@scp.local,0,6,61.8,2,34.38,0.99,2,2,0
user_50@scp.local,0,7,67.7,3,29.47,0.96,5,1,0
user_48@scp.local,0,2,60.5,3,21.75,0.81,4,2,0
user_26@scp.local,0,3,100.8,3,25.26,0.81,4,2,0
user_20@scp.local,0,2,64.9,3,20.02,0.91,4,2,0
user_34@scp.local,0,4,76.9,4,48.46,0.84,2,1,0
user_47@scp.local,0,4,46.6,3,9.1,0.87,3,2,0
user_17@scp.local,0,2,112.1,2,40.85,0.86,3,1,0
user_44@scp.local,0,6,39.2,0,12.97,0.83,2,1,0
user_30@scp.local,0,3,38.8,1,40.98,0.97,2,1,0
user_30@scp.local,0,60,22.3,3,1123.16,0.86,3,1,1
user_18@scp.local,0,1,103.5,4,44.74,0.87,1,2,0
user_34@scp.local,0,9,111.0,4,16.7,0.96,5,1,0
user_21@scp.local,0,2,110.3,4,4.4,0.89,4,1,0
user_5@scp.local,0,61,25.1,2,39.63,0.86,4,2,1
user_33@scp.local,0,1,283.2,5,36.48,0.93,2,1,1
user_50@scp.local,0,9,113.7,0,4.13,0.87,5,1,0
user_31@scp.local,0,10,73.1,0,6.89,0.93,5,2,0
user_24@scp.local,0,10,56.5,4,41.73,0.83,4,1,0
user_16@scp.local,0,0,74.8,2,1.04,1.0,2,2,0
user_5@scp.local,0,4,80.6,2,23.5,0.88,5,2,0
user_37@scp.local,0,177,24.3,4,29.17,0.81,3,2,1
user_49@scp.local,0,5,43.0,0,7.48,0.94,2,1,0
user_41@scp.local,0,198,22.7,0,47.63,0.99,2,1,1
user_37@scp.local,0,6,37.1,3,12.98,0.91,2,1,0
user_6@scp.local,0,4,67.7,0,24.0,0.97,5,1,0
user_9@scp.local,0,10,63.7,0,9.99,0.89,2,2,0
user_8@scp.local,0,5,52.6,1,36.78,0.93,2,1,0
user_50@scp.local,0,1,49.4,2,4.19,0.83,4,1,0
user_20@scp.local,0,44,35.3,4,45.69,0.21,2,2,1
user_19@scp.local,0,8,15.1,0,20.33,0.86,2,1,0
user_40@scp.local,0,9,108.4,0,39.14,1.0,3,2,0
user_20@scp.local,0,34,43.9,4,990.51,0.99,5,1,1
user_16@scp.local,0,10,34.4,1,9.56,0.82,1,1,0
user_33@scp.local,0,50,63.8,3,37.27,0.07,5,1,1
user_1@scp.local,0,1,97.2,3,46.39,0.92,1,1,0
user_27@scp.local,0,3,29.0,3,1.3,0.86,3,2,0
user_36@scp.local,0,5,51.6,4,9.89,0.84,4,2,0
user_49@scp.local,0,8,100.8,4,4.6,0.82,5,2,0
user_29@scp.local,0,3,7.2,1,35.15,0.87,4,2,0
user_11@scp.local,0,1,114.0,0,47.24,0.82,2,2,0
user_38@scp.local,0,1,21.0,1,18.8,0.99,5,2,0
user_14@scp.local,0,6,5.6,4,14.85,0.93,4,1,0
user_21@scp.local,0,6,77.5,0,22.57,0.87,1,2,0
user_11@scp.local,0,3,18.7,2,13.66,0.81,3,1,0
user_22@scp.local,0,1,35.7,4,6.89,0.93,5,2,0
user_7@scp.local,0,10,26.5,4,14.41,0.91,1,2,0
user_42@scp.local,0,0,48.1,0,8.8,0.8,4,2,0
user_41@scp.local,0,3,110.5,2,25.4,0.82,5,2,0
user_12@scp.local,0,1,107.5,3,44.73,0.91,1,2,0
user_12@scp.local,0,0,41.4,0,27.57,0.94,3,1,0
user_17@scp.local,0,6,324.7,5,29.65,0.84,3,2,1
user_14@scp.local,0,6,58.9,3,2.91,0.98,5,2,0
user_4@scp.local,0,8,82.0,1,17.53,0.95,1,1,0
user_38@scp.local,0,6,86.9,1,0.46,0.81,4,2,0
user_46@scp.local,0,10,65.3,3,43.07,0.84,3,1,0
user_18@scp.local,0,10,40.1,4,24.11,0.99,4,1,0
user_1@scp.local,0,10,55.1,0,12.57,0.92,1,1,0
user_10@scp.local,0,4,59.2,4,31.51,0.87,2,1,0
user_1@scp.local,0,6,89.8,0,49.06,0.9,2,1,0
user_41@scp.local,0,70,72.6,0,1047.42,0.83,3,1,1
user_12@scp.local,0,1,118.0,3,41.41,0.81,1,2,0
user_25@scp.local,0,2,17.6,0,9.68,0.88,5,1,0
user_17@scp.local,0,62,39.7,1,1638.81,0.95,2,2,1
user_3@scp.local,0,10,70.2,0,25.89,0.95,3,1,0
user_44@scp.local,0,0,37.9,0,47.3,0.92,2,1,0
user_13@scp.local,0,5,102.4,1,49.77,0.85,1,2,0
user_42@scp.local,0,10,83.0,2,40.77,0.93,4,1,0
user_35@scp.local,0,5,52.1,1,41.15,0.83,3,1,0
user_40@scp.local,0,9,8.3,3,25.51,0.87,1,2,0
user_11@scp.local,0,1,27.5,0,47.82,0.99,4,2,0
user_3@scp.local,0,5,69.0,1,5.83,0.97,4,1,0
user_6@scp.local,0,2,471.8,5,17.9,0.98,5,2,1
user_18@scp.local,0,7,22.7,3,45.53,0.98,3,1,0
user_1@scp.local,0,8,81.7,2,0.82,0.93,3,2,0
user_20@scp.local,0,4,12.7,4,8.12,0.85,5,1,0
user_35@scp.local,0,9,113.4,0,21.1,0.86,1,1,0
user_44@scp.local,0,1,9.4,4,22.39,0.82,4,1,0
user_7@scp.local,0,0,94.2,2,10.57,0.81,2,2,0
user_20@scp.local,0,1,5.9,1,47.21,0.86,1,1,0
user_39@scp.local,0,0,46.0,2,43.05,0.97,2,1,0
user_12@scp.local,0,3,97.8,1,38.62,0.9,2,1,0
user_19@scp.local,28,8,81.4,1,27.28,0.99,4,1,1
user_16@scp.local,0,111,13.7,2,29.09,0.99,3,2,1
user_41@scp.local,0,7,63.0,1,40.68,0.8,2,1,0
user_8@scp.local,0,0,74.8,1,45.64,0.92,5,2,0
user_16@scp.local,0,8,34.1,2,45.46,0.81,5,1,0
user_41@scp.local,0,0,111.8,1,39.05,0.88,5,1,0
user_27@scp.local,0,8,93.4,2,13.52,0.89,2,1,0
user_36@scp.local,0,5,30.3,1,3.5,0.98,3,2,0
user_20@scp.local,0,0,42.2,4,21.9,0.95,2,1,0
user_47@scp.local,0,4,89.4,3,43.87,0.97,3,2,0
user_5@scp.local,0,4,101.1,1,0.95,1.0,5,2,0
user_27@scp.local,0,8,7.1,2,12.54,0.89,1,2,0
user_43@scp.local,0,8,104.8,1,20.71,0.81,2,1,0
user_32@scp.local,0,8,101.6,0,3.07,0.99,4,2,0
user_45@scp.local,0,4,99.7,2,44.06,0.91,3,1,0
user_9@scp.local,0,5,93.3,3,8.67,0.99,5,1,0
user_34@scp.local,0,6,116.3,4,3.15,0.93,4,2,0
user_33@scp.local,0,6,25.3,1,23.16,0.95,3,1,0
user_7@scp.local,0,2,66.7,4,4.48,0.84,5,1,0
user_12@scp.local,0,0,10.2,2,7.87,0.88,5,1,0
user_29@scp.local,0,0,12.3,1,40.4,0.97,1,2,0
user_7@scp.local,0,3,95.9,1,45.69,0.87,5,1,0
user_1@scp.local,0,7,372.9,5,36.61,0.87,3,1,1
user_17@scp.local,0,0,78.9,2,19.11,0.86,1,2,0
user_41@scp.local,0,5,94.6,4,23.55,0.92,4,2,0
user_20@scp.local,0,3,70.2,3,8.72,0.92,4,2,0
user_18@scp.local,0,10,69.4,4,21.62,0.88,5,1,0
user_2@scp.local,0,7,49.7,1,18.65,0.93,5,2,0
user_37@scp.local,0,1,82.0,4,25.45,0.92,2,1,0
user_2@scp.local,0,8,20.1,4,15.76,0.9,3,1,0
user_12@scp.local,0,10,77.7,4,25.31,0.97,2,1,0
user_16@scp.local,0,6,65.6,4,37.33,0.95,2,1,0
user_35@scp.local,0,1,104.7,0,3.99,0.81,3,1,0
user_33@scp.local,0,1,26.8,2,8.53,0.93,3,2,0
user_50@scp.local,0,10,87.4,3,6.51,0.84,5,2,0
user_11@scp.local,0,7,63.5,2,26.08,0.92,3,2,0
user_25@scp.local,0,8,39.1,2,37.65,0.98,4,1,0
user_43@scp.local,0,3,117.3,0,44.88,0.84,3,2,0
user_16@scp.local,0,8,69.7,4,40.27,0.98,2,1,0
user_16@scp.local,0,6,52.0,4,32.77,0.95,5,2,0
user_36@scp.local,0,8,82.7,0,42.39,1.0,3,2,0
user_47@scp.local,0,2,31.2,0,15.14,0.85,1,1,0
user_19@scp.local,0,7,102.3,2,1.07,0.96,3,2,0
user_3@scp.local,0,2,110.3,0,4.02,0.89,2,2,0
user_17@scp.local,0,0,52.9,0,8.66,0.99,2,2,0
user_45@scp.local,0,0,112.1,1,49.81,0.96,3,1,0
user_14@scp.local,0,77,27.2,2,47.82,0.86,5,2,1
user_7@scp.local,0,7,24.6,4,4.69,0.85,3,2,0
user_7@scp.local,0,36,57.9,3,42.45,0.22,4,2,1
user_17@scp.local,0,2,13.9,2,12.96,1.0,3,2,0
user_21@scp.local,0,4,80.0,1,28.85,0.84,5,2,0
user_50@scp.local,0,7,72.5,2,45.0,0.83,3,2,0
user_39@scp.local,0,5,61.7,3,16.72,0.83,5,2,0
user_1@scp.local,0,8,74.1,3,23.33,0.94,4,1,0
user_31@scp.local,0,10,22.2,0,12.98,0.87,4,1,0
user_37@scp.local,0,6,10.2,1,24.47,0.98,4,1,0
user_13@scp.local,0,8,97.7,3,33.24,0.86,1,1,0
user_18@scp.local,0,9,81.3,3,49.23,0.95,1,1,0
user_41@scp.local,0,10,90.7,4,13.11,0.97,1,1,0
user_49@scp.local,0,5,73.2,0,45.51,0.96,4,2,0
user_43@scp.local,0,2,75.7,3,12.42,0.91,4,1,0
user_18@scp.local,0,5,117.8,1,4.01,0.85,1,2,0
user_25@scp.local,0,3,82.6,4,34.19,0.82,5,1,0
user_41@scp.local,0,18,12.4,3,32.87,0.04,3,1,1
user_6@scp.local,0,10,84.2,1,0.58,0.86,1,2,0
user_34@scp.local,0,1,58.7,3,33.02,0.9,5,1,0
user_42@scp.local,0,40,31.5,2,1060.83,0.87,5,1,1
user_41@scp.local,0,1,115.8,4,20.02,0.91,1,2,0
user_43@scp.local,0,0,54.2,2,27.39,0.93,1,1,0
user_3@scp.local,0,1,117.2,1,23.67,0.93,1,2,0
user_6@scp.local,0,8,27.2,4,2.01,0.86,1,1,0
user_47@scp.local,0,8,33.7,0,37.43,0.84,5,2,0
user_50@scp.local,0,4,98.6,0,41.07,0.82,4,1,0
user_44@scp.local,0,9,93.5,1,24.38,0.81,1,2,0
user_27@scp.local,0,89,67.9,0,1977.69,0.91,2,1,1
user_25@scp.local,0,3,56.0,0,7.09,0.87,2,1,0
user_31@scp.local,0,8,99.8,0,47.61,0.91,2,2,0
user_3@scp.local,0,5,82.9,3,5.64,0.98,1,2,0
user_29@scp.local,0,3,103.9,2,2.13,0.84,4,2,0
user_20@scp.local,0,9,280.2,6,38.76,0.9,4,1,1
user_23@scp.local,0,9,38.5,2,8.78,0.98,1,2,0
user_46@scp.local,0,6,47.8,2,39.48,0.94,1,2,0
user_17@scp.local,0,47,79.9,1,3.07,0.27,3,1,1
user_17@scp.local,0,10,64.4,3,38.31,0.83,3,2,0
user_25@scp.local,0,7,77.9,4,24.03,0.8,5,1,0
user_13@scp.local,0,7,97.5,2,8.21,0.95,3,1,0
user_5@scp.local,0,3,258.1,5,16.27,0.91,1,2,1
user_48@scp.local,0,10,66.6,2,33.58,0.91,4,2,0
user_45@scp.local,0,6,71.3,0,30.12,0.85,3,2,0
user_43@scp.local,0,8,76.6,4,7.61,0.99,3,2,0
user_30@scp.local,0,0,75.8,1,23.65,0.83,3,1,0
user_49@scp.local,0,3,58.6,4,45.33,0.93,5,1,0
user_42@scp.local,0,4,12.6,2,20.0,0.81,2,1,0
user_38@scp.local,0,2,23.0,1,37.05,0.99,1,2,0
user_31@scp.local,0,8,29.5,0,3.94,0.95,5,1,0
user_25@scp.local,0,6,36.3,4,11.76,0.93,3,1,0
user_3@scp.local,0,1,108.7,4,12.73,0.82,2,1,0
user_48@scp.local,0,4,69.8,4,19.81,0.95,2,1,0
user_29@scp.local,0,4,38.6,0,47.17,0.88,4,2,0
user_34@scp.local,0,3,55.0,4,36.17,0.8,2,2,0
user_12@scp.local,0,8,103.8,2,12.85,0.93,3,2,0
user_25@scp.local,0,3,63.6,0,6.97,0.97,4,1,0
user_22@scp.local,0,2,37.4,1,9.63,0.92,4,1,0
user_8@scp.local,0,4,15.3,3,12.23,0.88,1,2,0
user_7@scp.local,0,9,285.0,5,39.54,1.0,1,1,1
user_9@scp.local,0,1,22.5,0,30.91,0.87,1,2,0
user_41@scp.local,0,8,31.2,1,47.22,0.86,2,2,0
user_32@scp.local,0,3,118.6,4,23.66,0.89,3,2,0
user_44@scp.local,0,6,104.6,3,30.52,0.93,1,2,0
user_50@scp.local,0,2,20.8,3,24.61,0.91,1,2,0
user_27@scp.local,0,5,17.6,0,13.55,0.97,1,2,0
user_12@scp.local,0,10,73.4,0,37.26,0.85,2,2,0
